"ACCID,N,6,0","DNO,N,6,0",description,food_color_background,variety,sample_statistic,"SPNNO,N,6,0",depiction,scientific_name,scientific_family,common_name,name,date_collected,alititude,longitude,latitude,pedigree,"SIDTYP,C,1","SIDID,C,40"
537046,123057,"Fruit: soft spines, 4.2 cm length X 2.5 cm diam., oblong;",9d9e30,Ames 23561,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23561","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23561",05/01/96,1259,23.93833,-25.87556,,O,Ames 23561
537046,123057,"Fruit: soft spines, 4.2 cm length X 2.5 cm diam., oblong;",9d9e30,JEWM 063,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 063","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 063",05/01/96,1259,23.93833,-25.87556,,C,JEWM 063
537047,123057,"Fruit: soft spines, 5.2 cm length X 2.8 cm diam., oblong;",9d9e30,Ames 23562,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23562","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23562",05/01/96,1259,23.93833,-25.87556,,O,Ames 23562
537047,123057,"Fruit: soft spines, 5.2 cm length X 2.8 cm diam., oblong;",9d9e30,JEWM 064,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 064","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 064",05/01/96,1259,23.93833,-25.87556,,C,JEWM 064
537048,123057,"Fruit: soft spines, 5.0 cm length X 3.0 cm diam., oblong;",9d9e30,Ames 23563,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23563","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23563",05/02/96,1045,23.04528,-27.25583,,O,Ames 23563
537048,123057,"Fruit: soft spines, 5.0 cm length X 3.0 cm diam., oblong;",9d9e30,JEWM 068,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 068","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 068",05/02/96,1045,23.04528,-27.25583,,C,JEWM 068
537049,123057,"Fruit: conical spines, 5.2 cm length X 2.2 cm diam.,",9d9e30,Ames 23564,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23564","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23564",05/02/96,1045,23.04528,-27.25583,,O,Ames 23564
537049,123057,"Fruit: conical spines, 5.2 cm length X 2.2 cm diam.,",9d9e30,JEWM 069,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 069","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 069",05/02/96,1045,23.04528,-27.25583,,C,JEWM 069
537050,123057,"Fruit: soft spines, 3.3 cm length X 2.0 cm diam., oblong;",9d9e30,Ames 23565,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23565","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23565",05/02/96,1278,22.55083,-27.37056,,O,Ames 23565
537050,123057,"Fruit: soft spines, 3.3 cm length X 2.0 cm diam., oblong;",9d9e30,JEWM 070,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 070","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 070",05/02/96,1278,22.55083,-27.37056,,C,JEWM 070
537051,123057,"Fruit: soft spines, 4.7 cm length X 1.6 cm diam., oblong;",9d9e30,Ames 23566,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23566","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23566",05/02/96,1228,20.64167,-26.77417,,O,Ames 23566
537051,123057,"Fruit: soft spines, 4.7 cm length X 1.6 cm diam., oblong;",9d9e30,JEWM 072,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 072","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 072",05/02/96,1228,20.64167,-26.77417,,C,JEWM 072
537052,123057,"Fruit: conical spines, 6.5 cm length X 2.7 cm diam.,",9d9e30,Ames 23567,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23567","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23567",05/03/96,936,20.59139,-26.34083,,O,Ames 23567
537052,123057,"Fruit: conical spines, 6.5 cm length X 2.7 cm diam.,",9d9e30,JEWM 073,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 073","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 073",05/03/96,936,20.59139,-26.34083,,C,JEWM 073
537053,123057,"Fruit: conical spines, 1.5 cm length X 2.6 cm diam.,",9d9e30,Ames 23568,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23568","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23568",05/03/96,936,20.59139,-26.34083,,O,Ames 23568
537053,123057,"Fruit: conical spines, 1.5 cm length X 2.6 cm diam.,",9d9e30,JEWM 074,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 074","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 074",05/03/96,936,20.59139,-26.34083,,C,JEWM 074
537054,123057,"Fruit: conical spines, oblong; skin: no netting; flesh:",9d9e30,Ames 23569,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23569","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23569",05/03/96,861,20.54306,-26.17444,,O,Ames 23569
537054,123057,"Fruit: conical spines, oblong; skin: no netting; flesh:",9d9e30,JEWM 076,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 076","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 076",05/03/96,861,20.54306,-26.17444,,C,JEWM 076
537055,123057,"Fruit: soft spines, 6.6 cm length X 2.7 cm diam., oblong;",9d9e30,Ames 23570,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23570","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23570",05/03/96,865,20.39972,-26.00611,,O,Ames 23570
537055,123057,"Fruit: soft spines, 6.6 cm length X 2.7 cm diam., oblong;",9d9e30,JEWM 078,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 078","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 078",05/03/96,865,20.39972,-26.00611,,C,JEWM 078
537056,123057,"Fruit: soft spines, 4.8 cm length X 3.1 cm diam., oblong;",9d9e30,JEWM 081,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 081","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 081",05/03/96,1003,20.39917,-25.99,,C,JEWM 081
537056,123057,"Fruit: soft spines, 4.8 cm length X 3.1 cm diam., oblong;",9d9e30,Ames 23571,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23571","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23571",05/03/96,1003,20.39917,-25.99,,O,Ames 23571
537057,123057,"Fruit: soft spines, 5.4 cm length X 3.0 cm diam. (min.)-7.5",9d9e30,Ames 23572,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23572","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23572",05/03/96,1003,20.39917,-25.99,,O,Ames 23572
537057,123057,"Fruit: soft spines, 5.4 cm length X 3.0 cm diam. (min.)-7.5",9d9e30,JEWM 083,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 083","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 083",05/03/96,1003,20.39917,-25.99,,C,JEWM 083
537058,123057,"Fruit: soft spines, oblong; skin: green-dark-stripe, no",22422d,Ames 23573,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23573","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23573",05/03/96,922,20.46889,-25.84028,,O,Ames 23573
537058,123057,"Fruit: soft spines, oblong; skin: green-dark-stripe, no",22422d,JEWM 086,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 086","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 086",05/03/96,922,20.46889,-25.84028,,C,JEWM 086
537059,123057,"Fruit: soft spines, 5.4 cm length X 2.0 cm diam., oblong;",9d9e30,Ames 23574,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23574","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23574",05/03/96,906,20.47528,-25.80444,,O,Ames 23574
537059,123057,"Fruit: soft spines, 5.4 cm length X 2.0 cm diam., oblong;",9d9e30,JEWM 088,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 088","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 088",05/03/96,906,20.47528,-25.80444,,C,JEWM 088
537060,123057,"Fruit: no markings, 11.0 cm length X 12.7 cm diam.,",9d9e30,Ames 23575,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23575","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23575",05/04/96,762,20.6725,-27.14833,,O,Ames 23575
537060,123057,"Fruit: no markings, 11.0 cm length X 12.7 cm diam.,",9d9e30,JEWM 090,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 090","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 090",05/04/96,762,20.6725,-27.14833,,C,JEWM 090
537061,123057,"Fruit: no markings, 4.0 cm length X 2.8 cm diam.,",9d9e30,JEWM 092,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 092","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 092",05/04/96,880,20.79139,-27.27472,,C,JEWM 092
537061,123057,"Fruit: no markings, 4.0 cm length X 2.8 cm diam.,",9d9e30,Ames 23576,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23576","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23576",05/04/96,880,20.79139,-27.27472,,O,Ames 23576
537062,123057,"Fruit: soft spines, 6.4 cm length X 3.0 cm diam.,",9d9e30,Ames 23577,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23577","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23577",05/04/96,888,20.79528,-27.43722,,O,Ames 23577
537062,123057,"Fruit: soft spines, 6.4 cm length X 3.0 cm diam.,",9d9e30,JEWM 093,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 093","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 093",05/04/96,888,20.79528,-27.43722,,C,JEWM 093
537063,123057,"Fruit: brittle spines, 6.0 cm length X 3.0 cm diam.,",9d9e30,Ames 23578,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23578","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23578",05/04/96,918,20.83306,-27.77333,,O,Ames 23578
537063,123057,"Fruit: brittle spines, 6.0 cm length X 3.0 cm diam.,",9d9e30,JEWM 095,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 095","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 095",05/04/96,918,20.83306,-27.77333,,C,JEWM 095
537064,123057,"Fruit: soft spines, 8.5 cm length X 3.7 cm diam., oblong;",9d9e30,Ames 23579,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23579","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23579",05/04/96,856,20.96639,-27.95333,,O,Ames 23579
537064,123057,"Fruit: soft spines, 8.5 cm length X 3.7 cm diam., oblong;",9d9e30,JEWM 096,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 096","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 096",05/04/96,856,20.96639,-27.95333,,C,JEWM 096
537065,123057,"Fruit: soft spines, 3.9 cm length X 2.1 cm diam.,",9d9e30,Ames 23580,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23580","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23580",05/05/96,896,22.13056,-28.75639,,O,Ames 23580
537065,123057,"Fruit: soft spines, 3.9 cm length X 2.1 cm diam.,",9d9e30,JEWM 097,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 097","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 097",05/05/96,896,22.13056,-28.75639,,C,JEWM 097
537066,123057,"Fruit: soft spines, 7.0 cm length X 3.1 cm diam., oblong;",9d9e30,Ames 23581,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23581","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23581",05/05/96,896,22.13056,-28.75639,,O,Ames 23581
537066,123057,"Fruit: soft spines, 7.0 cm length X 3.1 cm diam., oblong;",9d9e30,JEWM 098,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 098","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 098",05/05/96,896,22.13056,-28.75639,,C,JEWM 098
537067,123057,"Fruit: soft spines, 5.7 cm length X 2.9 cm diam., oblong;",9d9e30,Ames 23582,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23582","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23582",05/05/96,1161,22.45583,-28.65111,,O,Ames 23582
537067,123057,"Fruit: soft spines, 5.7 cm length X 2.9 cm diam., oblong;",9d9e30,JEWM 099,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 099","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 099",05/05/96,1161,22.45583,-28.65111,,C,JEWM 099
537068,123057,"Fruit: soft spines, 6.8 cm length X 2.7 cm diam., oblong;",9d9e30,Ames 23583,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. Ames 23583","Wild Cucurbitaceae. Cucumis africanus, var. Ames 23583",05/05/96,1180,22.63194,-28.37889,,O,Ames 23583
537068,123057,"Fruit: soft spines, 6.8 cm length X 2.7 cm diam., oblong;",9d9e30,JEWM 101,Wild,12544,,Cucumis africanus,Cucurbitaceae,"Wild Cucurbitaceae. Cucumis africanus, var. JEWM 101","Wild Cucurbitaceae. Cucumis africanus, var. JEWM 101",05/05/96,1180,22.63194,-28.37889,,C,JEWM 101
33082,,,6cb042,GERKIN/BURR,Other,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. GERKIN/BURR",,,,,,U,GERKIN/BURR
33260,,,6cb042,WEST INDIA GHERKIN,Other,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. WEST INDIA GHERKIN",,,,,,U,WEST INDIA GHERKIN
438687,123057,"Fruit egg-shaped, to 7cm long, covered with short, thick,",6cb042,Maxixi,Other,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. Maxixi",11/13/88,200,-68.75,-11,,L,Maxixi
438687,123057,"Fruit egg-shaped, to 7cm long, covered with short, thick,",6cb042,827,Other,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 827",11/13/88,200,-68.75,-11,,D,827
64728,123057,,6cb042,Ames 13764,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. Ames 13764",,-999,,,,O,Ames 13764
64728,123057,,6cb042,GMC 1450,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. GMC 1450",,-999,,,,C,GMC 1450
289672,123057,West Indian Gherkin,6cb042,3,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 3",01/01/74,,,,,D,3
289674,123057,West Indian Gherkin.,6cb042,5,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 5",01/01/74,,,,,D,5
289675,123057,West Indian Gherkin.,6cb042,6,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 6",01/01/74,,,,,D,6
289676,123057,West Indian Gherkin.,6cb042,7,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 7",01/01/74,,,,,D,7
289677,123057,West Indian Gherkin.,6cb042,8,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 8",01/01/74,,,,,D,8
289678,123057,West Indian Gherkin.,6cb042,9,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 9",01/01/74,,,,,D,9
289679,123057,West Indian Gherkin.,6cb042,10,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 10",01/01/74,,,,,D,10
289680,123057,West Indian Gherkin.,6cb042,11,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 11",01/01/74,,,,,D,11
289682,123057,West Indian Gherkin.,6cb042,13,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 13",01/01/74,,,,,D,13
289687,123057,West Indian Gherkin.,6cb042,18,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 18",01/01/74,,,,,D,18
289691,123057,West Indian Gherkin.,6cb042,22,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 22",01/01/74,,,,,D,22
289693,123057,West Indian Gherkin.,6cb042,24,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 24",01/01/74,,,,,D,24
289694,123057,West Indian Gherkin.,6cb042,25,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 25",01/01/74,,,,,D,25
289695,123057,West Indian Gherkin.,6cb042,26,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 26",01/01/74,,,,,D,26
289697,123057,West Indian Gherkin.,6cb042,28,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 28",01/01/74,,,,,D,28
289698,123057,West Indian Gherkin.,6cb042,29,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 29",01/01/74,,,,,D,29
289705,123057,West Indian Gherkin.,6cb042,36,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 36",01/01/74,,,,,D,36
289707,123057,West Indian Gherkin.,6cb042,38,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 38",01/01/74,,,,,D,38
289709,123057,West Indian Gherkin.,6cb042,40,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 40",01/01/74,,,,,D,40
289710,123057,West Indian Gherkin.,6cb042,41,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 41",01/01/74,,,,,D,41
289713,123057,West Indian Gherkin.,6cb042,44,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 44",01/01/74,,,,,D,44
289714,123057,West Indian Gherkin.,6cb042,45,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 45",01/01/74,,,,,D,45
289718,123057,West Indian Gherkin.,6cb042,49,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 49",01/01/74,,,,,D,49
289719,123057,West Indian Gherkin.,6cb042,50,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 50",01/01/74,,,,,D,50
289723,123057,West Indian Gherkin.,6cb042,54,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 54",01/01/74,,,,,D,54
289725,123057,West Indian Gherkin.,6cb042,56,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 56",01/01/74,,,,,D,56
289729,123057,West Indian Gherkin.,6cb042,60,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. 60",01/01/74,,,,,D,60
293310,123057,"Prostrate, herbaceous vine. Fruit ovoid, 4.5 cm by 3 cm,",6cb042,W-C 1000,Unknown,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. W-C 1000",09/01/74,-999,,,,C,W-C 1000
333506,123057,"Fruit slightly spiny, 4cm long. Wild.",6cb042,W-C 2445,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. W-C 2445",02/26/79,-999,-90.26667,15.13333,,C,W-C 2445
333614,123057,"Fruit pale greenish yellow, with few blunt spines, 3cm",22422d,W-C 2360,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. W-C 2360",02/13/79,-999,,,,C,W-C 2360
333615,123057,"Fruit oblong with short spines, 4cm diam., 6cm long. Wild.",6cb042,W-C 2377,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. W-C 2377",02/14/79,-999,-93.25,15.23333,,C,W-C 2377
337112,123057,"Vine, small. Stems slender. Fruit light green, covered with",22422d,K7922-186,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. K7922-186",10/31/79,-999,,,,C,K7922-186
377319,123057,"Flowers yellow. Fruits oval, yellow with spines. Wild.",dee224,Machacha,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. Machacha",04/14/82,750,30.66667,-20.38333,,L,Machacha
377319,123057,"Flowers yellow. Fruits oval, yellow with spines. Wild.",dee224,TGR 44,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. TGR 44",04/14/82,750,30.66667,-20.38333,,C,TGR 44
377320,123057,"Weed in maize field. Fruits yellow, spined.",dee224,TGR 80,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. TGR 80",04/15/82,1100,31.36667,19.53333,,C,TGR 80
377321,123057,"Found in maize field. Fruits yellow, spiny.",dee224,TGR 171,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. TGR 171",04/19/82,1100,31.05,-20.25,,C,TGR 171
377322,123057,,6cb042,TGR 212,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. TGR 212",04/25/82,600,30.63333,-20.93333,,C,TGR 212
377323,123057,,6cb042,TGR 235,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. TGR 235",04/21/82,400,32.11667,-21.06667,,C,TGR 235
377324,123057,Leaves eaten.,6cb042,TGR 289,Other,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. TGR 289",04/26/82,720,30.63333,-20.66667,,C,TGR 289
377325,123057,Leaves used as a vegetable.,6cb042,TGR 539,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. TGR 539",05/07/82,1030,32.56667,-19.55,,C,TGR 539
377326,123057,"Fruits small, round, spiny. Leaves eaten.",6cb042,TGR 898,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. TGR 898",05/24/82,1300,29.46667,-19.26667,,C,TGR 898
377327,123057,"Fruits small, yellow, spiny. Leaves eaten.",dee224,TGR 1253,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. TGR 1253",06/02/82,1300,32.65,-17.83333,,C,TGR 1253
377328,123057,"Fruits small, yellow, spiny. Leaves eaten.",dee224,TGR 1928,Wild,12546,,Cucumis anguria,Cucurbitaceae,Maxixe,"Maxixe, var. TGR 1928",07/02/82,450,31.7,-16.2,,C,TGR 1928
