"ACCID,N,6,0","DNO,N,6,0",description,food_color_background,variety,sample_statistic,"SPNNO,N,6,0",depiction,scientific_name,scientific_family,common_name,name,date_collected,alititude,longitude,latitude,pedigree,"SIDTYP,C,1","SIDID,C,40"
267105,123057,,fcc27c,Sarena,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sarena",02/01/70,710,21.33333,41.07361,,U,Sarena
267105,123057,,fcc27c,270,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 270",02/01/70,710,21.33333,41.07361,,C,270
267106,123057,,fcc27c,Zolta Mrezesta,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zolta Mrezesta",02/01/70,710,21.33333,41.07361,,U,Zolta Mrezesta
267106,123057,,fcc27c,271,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 271",02/01/70,710,21.33333,41.07361,,C,271
267107,123057,,fcc27c,Temnomrezesta,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Temnomrezesta",02/01/70,710,21.33333,41.07361,,U,Temnomrezesta
267107,123057,,fcc27c,272,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 272",02/01/70,710,21.33333,41.07361,,C,272
267108,123057,,fcc27c,Bela,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Bela",02/01/70,710,21.33333,41.07361,,U,Bela
267108,123057,,fcc27c,273,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 273",02/01/70,710,21.33333,41.07361,,C,273
267109,123057,,fcc27c,Belicesta,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Belicesta",02/01/70,600,21.38333,40.91667,,U,Belicesta
267109,123057,,fcc27c,279,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 279",02/01/70,600,21.38333,40.91667,,C,279
267110,123057,,fcc27c,Zelena koravka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zelena koravka",02/01/70,590,20.88667,41.83722,,U,Zelena koravka
267110,123057,,fcc27c,298,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 298",02/01/70,590,20.88667,41.83722,,C,298
267111,123057,,fcc27c,Cerovica,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Cerovica",02/01/70,590,20.88667,41.83722,,U,Cerovica
267111,123057,,fcc27c,299,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 299",02/01/70,590,20.88667,41.83722,,C,299
267112,123057,,fcc27c,Badatka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Badatka",02/01/70,330,,,,U,Badatka
267112,123057,,fcc27c,303,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 303",02/01/70,330,,,,C,303
267113,123057,,fcc27c,Zimska zoltenikava,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zimska zoltenikava",02/01/70,330,,,,U,Zimska zoltenikava
267113,123057,,fcc27c,304,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 304",02/01/70,330,,,,C,304
267114,123057,,fcc27c,Zimska vezena,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zimska vezena",02/01/70,330,,,,U,Zimska vezena
267114,123057,,fcc27c,314,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 314",02/01/70,330,,,,C,314
267115,123057,,fcc27c,Zrnovska,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zrnovska",02/01/70,380,,,,U,Zrnovska
267115,123057,,fcc27c,350,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 350",02/01/70,380,,,,C,350
267116,123057,,fcc27c,Zimska limonova,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zimska limonova",02/01/70,380,,,,U,Zimska limonova
267116,123057,,fcc27c,352,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 352",02/01/70,380,,,,C,352
267117,123057,,fcc27c,Vojnicka zimska,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Vojnicka zimska",02/01/70,310,21.86972,42.16056,,U,Vojnicka zimska
267117,123057,,fcc27c,442,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 442",02/01/70,310,21.86972,42.16056,,C,442
267118,123057,,fcc27c,Ginovska zimska,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ginovska zimska",02/01/70,530,22.16667,42.18333,,U,Ginovska zimska
267118,123057,,fcc27c,469,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 469",02/01/70,530,22.16667,42.18333,,C,469
267119,123057,,fcc27c,Mesana,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mesana",02/01/70,530,22.16667,42.18333,,U,Mesana
267119,123057,,fcc27c,471,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 471",02/01/70,530,22.16667,42.18333,,C,471
267120,123057,,fcc27c,Zimorka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zimorka",02/01/70,610,21.3375,41.3375,,U,Zimorka
267120,123057,,fcc27c,491,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 491",02/01/70,610,21.3375,41.3375,,C,491
267121,123057,,fcc27c,Bakarka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Bakarka",02/01/70,610,21.3375,41.3375,,U,Bakarka
267121,123057,,fcc27c,493,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 493",02/01/70,610,21.3375,41.3375,,C,493
267122,123057,,fcc27c,Letnozimska,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Letnozimska",02/01/70,610,21.3375,41.3375,,U,Letnozimska
267122,123057,,fcc27c,494,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 494",02/01/70,610,21.3375,41.3375,,C,494
267123,123057,,fcc27c,Zimska zelena,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zimska zelena",02/01/70,610,21.3375,41.3375,,U,Zimska zelena
267123,123057,,fcc27c,500,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 500",02/01/70,610,21.3375,41.3375,,C,500
267124,123057,,fcc27c,Zimska koravka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zimska koravka",02/01/70,610,21.3375,41.3375,,U,Zimska koravka
267124,123057,,fcc27c,501,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 501",02/01/70,610,21.3375,41.3375,,C,501
267125,123057,,fcc27c,Zemjarka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zemjarka",02/01/70,610,21.3375,41.3375,,U,Zemjarka
267125,123057,,fcc27c,503,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 503",02/01/70,610,21.3375,41.3375,,C,503
267126,123057,,fcc27c,Stara zimska,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Stara zimska",02/01/70,610,21.3375,41.3375,,U,Stara zimska
267126,123057,,fcc27c,504,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 504",02/01/70,610,21.3375,41.3375,,C,504
267127,123057,,fcc27c,Mrezesta zimska,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mrezesta zimska",02/01/70,610,21.33306,41.33611,,U,Mrezesta zimska
267127,123057,,fcc27c,522,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 522",02/01/70,610,21.33306,41.33611,,C,522
267128,123057,,fcc27c,Vezema,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Vezema",02/01/70,600,21.32083,41.275,,U,Vezema
267128,123057,,fcc27c,529,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 529",02/01/70,600,21.32083,41.275,,C,529
267129,123057,,fcc27c,Zimniva,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zimniva",02/01/70,370,,,,U,Zimniva
267129,123057,,fcc27c,677,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 677",02/01/70,370,,,,C,677
267130,123057,,fcc27c,Zimska sarena,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zimska sarena",02/01/70,370,21.68333,42.16667,,U,Zimska sarena
267130,123057,,fcc27c,752,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 752",02/01/70,370,21.68333,42.16667,,C,752
267132,123057,,fcc27c,Buciska,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Buciska",02/01/70,390,22.2,41.93333,,U,Buciska
267132,123057,,fcc27c,813,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 813",02/01/70,390,22.2,41.93333,,C,813
267133,123057,,fcc27c,Crna,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Crna",02/01/70,460,20.97139,42.01056,,U,Crna
267133,123057,,fcc27c,852,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 852",02/01/70,460,20.97139,42.01056,,C,852
267134,123057,,fcc27c,Vodenka blea,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Vodenka blea",02/01/70,460,20.97139,42.01056,,U,Vodenka blea
267134,123057,,fcc27c,853,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 853",02/01/70,460,20.97139,42.01056,,C,853
267135,123057,,fcc27c,Cer,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Cer",02/01/70,680,20.52611,41.52056,,U,Cer
267135,123057,,fcc27c,879,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 879",02/01/70,680,20.52611,41.52056,,C,879
267136,123057,,fcc27c,Letna,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Letna",02/01/70,300,21.53056,41.91583,,U,Letna
267136,123057,,fcc27c,1000,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 1000",02/01/70,300,21.53056,41.91583,,C,1000
267137,123057,,fcc27c,Vezena koravica,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Vezena koravica",02/01/70,470,21.30944,41.97583,,U,Vezena koravica
267137,123057,,fcc27c,1023,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 1023",02/01/70,470,21.30944,41.97583,,C,1023
267138,123057,,fcc27c,Meles koravica,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Meles koravica",02/01/70,260,22.7025,41.47778,,U,Meles koravica
267138,123057,,fcc27c,1025,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 1025",02/01/70,260,22.7025,41.47778,,C,1025
267139,123057,,fcc27c,Zimska zolta,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zimska zolta",02/01/70,590,21.50278,42.07056,,U,Zimska zolta
267139,123057,,fcc27c,1035,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 1035",02/01/70,590,21.50278,42.07056,,C,1035
267140,123057,,fcc27c,Papunji,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Papunji",02/01/70,600,21.32556,41.09556,,U,Papunji
267140,123057,,fcc27c,1110,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 1110",02/01/70,600,21.32556,41.09556,,C,1110
267141,123057,,fcc27c,Zolta zimorka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zolta zimorka",02/01/70,600,21.32556,41.09556,,U,Zolta zimorka
267141,123057,,fcc27c,1112,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 1112",02/01/70,600,21.32556,41.09556,,C,1112
267142,123057,,fcc27c,Kukurecanska,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Kukurecanska",02/01/70,600,21.32556,41.09556,,U,Kukurecanska
267142,123057,,fcc27c,1113,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 1113",02/01/70,600,21.32556,41.09556,,C,1113
268041,123057,Indigenous,fcc27c,Kachri,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Kachri",,,,,,L,Kachri
280294,123057,A very early variety. Bulk sibs.,fcc27c,LJ 91092,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. LJ 91092",,,,,BS (Solomons I)=6(F.T.2 X E.D.) X S4,I,LJ 91092
280294,123057,A very early variety. Bulk sibs.,fcc27c,Solomons I,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Solomons I",,,,,BS (Solomons I)=6(F.T.2 X E.D.) X S4,E,Solomons I
280295,123057,"Round, shperical, Monoecious. Bulk sibs.",fcc27c,LJ 91093,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. LJ 91093",,,,,BS (Solomans 49/13) = 6(E.D.2 X Skor) X S3 X E.D.,I,LJ 91093
280295,123057,"Round, shperical, Monoecious. Bulk sibs.",fcc27c,Solomons 49/13,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Solomons 49/13",,,,,BS (Solomans 49/13) = 6(E.D.2 X Skor) X S3 X E.D.,E,Solomons 49/13
280296,123057,"Very early, oblong monoecious. Bulk sibs.",fcc27c,LJ 91094,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. LJ 91094",,,,,BS (Solomons 50/9),I,LJ 91094
280296,123057,"Very early, oblong monoecious. Bulk sibs.",fcc27c,Solomons 50/9,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Solomons 50/9",,,,,BS (Solomons 50/9),E,Solomons 50/9
282880,123057,Fruit with white bottom.,fcc27c,Prescott,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Prescott",,,,,,V,Prescott
283139,123057,Small winter. Flesh green.,fcc27c,Gin Makuwa (Silver),Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Gin Makuwa (Silver)",,,,,,V,Gin Makuwa (Silver)
283139,123057,Small winter. Flesh green.,fcc27c,LJ 91270,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. LJ 91270",,,,,,I,LJ 91270
283140,123057,Small winter. Flesh green. Souluable solids 9.0 percent.,fcc27c,Gin Makuwa (Silver),Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Gin Makuwa (Silver)",,,,,,V,Gin Makuwa (Silver)
283140,123057,Small winter. Flesh green. Souluable solids 9.0 percent.,fcc27c,LJ 91272,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. LJ 91272",,,,,,I,LJ 91272
283141,123057,Small winter. Flesh white. Soluble solids 12.6 percent.,fcc27c,Ginsen Makuwa (Silver Spring),Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ginsen Makuwa (Silver Spring)",,,,,,V,Ginsen Makuwa (Silver Spring)
283141,123057,Small winter. Flesh white. Soluble solids 12.6 percent.,fcc27c,LJ 91275,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. LJ 91275",,,,,,I,LJ 91275
283142,123057,Small winter. Flesh green. Soluble solids 10.4 percent.,fcc27c,Nanbu-kin Makuwa (Gold),Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Nanbu-kin Makuwa (Gold)",,,,,,V,Nanbu-kin Makuwa (Gold)
283142,123057,Small winter. Flesh green. Soluble solids 10.4 percent.,fcc27c,LJ 91279,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. LJ 91279",,,,,,I,LJ 91279
283143,123057,Large winter. Flesh green. Soluble solids 10.0 percent.,fcc27c,Nagagta kin Makuwa (Long Gold),Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Nagagta kin Makuwa (Long Gold)",,,,,,V,Nagagta kin Makuwa (Long Gold)
283143,123057,Large winter. Flesh green. Soluble solids 10.0 percent.,fcc27c,LJ 91281,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. LJ 91281",,,,,,I,LJ 91281
283144,123057,White pear. Flesh white.,fcc27c,Shirokawa nashi Makuwa,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Shirokawa nashi Makuwa",,,,,,V,Shirokawa nashi Makuwa
283144,123057,White pear. Flesh white.,fcc27c,LJ 91285,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. LJ 91285",,,,,,I,LJ 91285
283145,123057,Peach. Flesh white. Soluable solids 14.0 percent.,fcc27c,Kindawara Makuwauri,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Kindawara Makuwauri",,,,,,V,Kindawara Makuwauri
283145,123057,Peach. Flesh white. Soluable solids 14.0 percent.,fcc27c,LJ 91277,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. LJ 91277",,,,,,I,LJ 91277
283146,123057,Lemon. Flesh white.,fcc27c,Kindawara Makuwauri,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Kindawara Makuwauri",,,,,,V,Kindawara Makuwauri
283146,123057,Lemon. Flesh white.,fcc27c,LJ 91278,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. LJ 91278",,,,,,I,LJ 91278
283147,123057,Casaba. Flesh white. Soluble solids 4.5 percent.,fcc27c,Sanuki-shirouri,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Sanuki-shirouri",,,,,,V,Sanuki-shirouri
283147,123057,Casaba. Flesh white. Soluble solids 4.5 percent.,fcc27c,LJ 91283,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. LJ 91283",,,,,,I,LJ 91283
283214,123057,P.M.R.=powdrey mildew resistant (Race 1).,fcc27c,Ein Dor P.M.R.,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ein Dor P.M.R.",,,,,,V,Ein Dor P.M.R.
283215,123057,,fcc27c,F.T.,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. F.T.",,,,,,U,F.T.
283216,123057,,fcc27c,Galia F1 Hybrid 106,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Galia F1 Hybrid 106",,,,,,O,Galia F1 Hybrid 106
283217,123057,,fcc27c,Noy Amid,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Noy Amid",,,,,,V,Noy Amid
283218,123057,,fcc27c,Noy Israel,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Noy Israel",,,,,,V,Noy Israel
283219,123057,,fcc27c,Perlla F1,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Perlla F1",,,,,,V,Perlla F1
283219,123057,,fcc27c,Pninat Ein Dor,Advanced cultivar,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Pninat Ein Dor",,,,,,O,Pninat Ein Dor
283575,123057,,fcc27c,Ala Pochak,Unknown,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Ala Pochak",03/19/73,-999,67.1,36.7,,V,Ala Pochak
283576,123057,,fcc27c,Chatri Sel. 1,Breeder's line,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Chatri Sel. 1",03/19/73,-999,67.1,36.7,,V,Chatri Sel. 1
283577,123057,,fcc27c,Chatri Sel. 2,Breeder's line,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Chatri Sel. 2",03/19/73,-999,67.1,36.7,,V,Chatri Sel. 2
283578,123057,,fcc27c,Loblaie,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Loblaie",03/19/73,-999,67.1,36.7,,V,Loblaie
284149,123057,,fcc27c,Lokalna,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Lokalna",12/01/72,385,21.05,42.03333,,V,Lokalna
284149,123057,,fcc27c,2169,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2169",12/01/72,385,21.05,42.03333,,C,2169
284150,123057,,fcc27c,Vesenka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Vesenka",12/01/72,630,21.91917,41.475,,V,Vesenka
284150,123057,,fcc27c,2252,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2252",12/01/72,630,21.91917,41.475,,C,2252
284151,123057,,fcc27c,Skoravka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Skoravka",12/01/72,630,21.91917,41.475,,V,Skoravka
284151,123057,,fcc27c,2256,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2256",12/01/72,630,21.91917,41.475,,C,2256
284152,123057,,fcc27c,Badatka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Badatka",12/01/72,630,21.91917,41.475,,V,Badatka
284152,123057,,fcc27c,2258,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2258",12/01/72,630,21.91917,41.475,,C,2258
284153,123057,,fcc27c,Badatka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Badatka",12/01/72,630,21.91917,41.475,,V,Badatka
284153,123057,,fcc27c,2259,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2259",12/01/72,630,21.91917,41.475,,C,2259
284154,123057,,fcc27c,Zimska,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Zimska",12/01/72,500,21.8225,41.84806,,V,Zimska
284154,123057,,fcc27c,2268,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2268",12/01/72,500,21.8225,41.84806,,C,2268
284155,123057,,fcc27c,Badatka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Badatka",12/01/72,500,21.8225,41.84806,,V,Badatka
284155,123057,,fcc27c,2287,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2287",12/01/72,500,21.8225,41.84806,,C,2287
284156,123057,,fcc27c,Glatka,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Glatka",12/01/72,400,21.82944,41.78861,,V,Glatka
284156,123057,,fcc27c,2304,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2304",12/01/72,400,21.82944,41.78861,,C,2304
284157,123057,,fcc27c,Mestna,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Mestna",12/01/72,350,21.57194,41.57917,,V,Mestna
284157,123057,,fcc27c,2320,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2320",12/01/72,350,21.57194,41.57917,,C,2320
284158,123057,,fcc27c,Letnica,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Letnica",12/01/72,640,21.49861,41.385,,V,Letnica
284158,123057,,fcc27c,2372,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2372",12/01/72,640,21.49861,41.385,,C,2372
284159,123057,,fcc27c,Lokalna,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. Lokalna",12/01/72,480,20.87556,41.79417,,V,Lokalna
284159,123057,,fcc27c,2389,Traditional cultivar/landrace,12564,,Cucumis melo subsp. melo,Cucurbitaceae,Melon,"Melon, var. 2389",12/01/72,480,20.87556,41.79417,,C,2389
